mRawDataId	mImpressionGuid	mTrafficType	mSRBestDisplayText	mSRBestLexicalForm	mSRLexicalFormN	mSRDeviceLexicalFormN	mSRDisplayTextN	mSRDeviceDisplayTextN	mLUDomain	mLUIntent	mLUNormalizedQuery	mSREngineConfidenceN	mSREngineAMScoreN	mSREngineLMScoreN	mSRArbitrationResult	mClientId	mInputMethod	mQueryRequestTime	mSRLocale	AltRank	ITNRank	LMScore	AMScore	ruleTraversalN	HomophoneGroupIdN	mCUServiceClientInstDeviceInfoManufacturer	ErrorType	isReranked	1stPassResult	mSRLexicalFormRule	mSRLexicalFormRuleRank	SameResult	HomophoneGroupIdMatch	Audio_hyperlink
05A304A7B4C8534485D486AFD60CB127	E59EC5A5F2634BE281F0C2EAC9EDE908	Untagged	hey cortana call karen	hey cortana call karen	hey cortana call karen#TAB#hey cortana call karen#TAB#hey cortana call Karen#TAB#hey cortana call karen#TAB#hey cortana call karen		hey cortana call karen#TAB#hey cortana call karen#TAB#hey cortana call Karen#TAB#hey cortana call karen#TAB#hey cortana call karen					0.868192554#TAB#0.8008348#TAB#0.8007581#TAB#0.800285757#TAB#0.7825648	1111.11877#TAB#1111.11877#TAB#1111.11877#TAB#1111.11877#TAB#1111.11877	-185.438019#TAB#-208.619568#TAB#-211.9584#TAB#-233.488617#TAB#-234.438675	Default	D854520ADA0A49728AD5A44B0B3164FE	Voice	2017-05-22 13:28:09	en-US	0	0	-4270081.5	25585736.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,))	0#TAB#0#TAB#0#TAB#0#TAB#0	Harman Kardon	1best_Nbest_multi	False	hey cortana call karen	hey cortana call karen	2	True	True	./audio_423/05A304A7B4C8534485D486AFD60CB127.wav
062F54CC39432884AB9ECCF0606B8A0A	15792EB0C27E469AB2A6FA6758104807	Untagged	hey cortana call vidya	hey cortana call vidya	hey cortana call vidya#TAB#hey cortana call Vidya#TAB#hey cortana call widya#TAB#hey cortana call video#TAB#hey cortana call vidia		hey cortana call vidya#TAB#hey cortana call Vidya#TAB#hey cortana call widya#TAB#hey cortana call video#TAB#hey cortana call vidia					0.8599966#TAB#0.807951748#TAB#0.730233431#TAB#0.711832941#TAB#0.700484157	1042.27966#TAB#1042.27966#TAB#1042.27966#TAB#945.402344#TAB#1011.23334	-260.744446#TAB#-291.560333#TAB#-301.153839#TAB#-210.670059#TAB#-305.6904	Default	913FB90F9E27443AB571F1FDB7D8AAE3	Voice	2017-05-08 14:30:55	en-US	0	0	-6004163.0	24000578.0	(loop,(ULM_AllFlavor_20170322,))#TAB#(loop,(Cortana_SpeakerAdapt_20170506,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(ULM_AllFlavor_20170322,))#TAB#(loop,(ULM_AllFlavor_20170322,))#TAB#(loop,(ULM_AllFlavor_20170322,))	0#TAB#0#TAB#0#TAB#1#TAB#2	Harman Kardon	1best_Nbest_single	False	hey cortana call vidya	hey cortana call Vidya	2	True	True	./audio_423/062F54CC39432884AB9ECCF0606B8A0A.wav
063C1B27F9D33B24828F2BF662BA4FE2	FAF6A2DE7F65467FB474BBE04D8E34D4	Untagged	hey cortana call river	hey cortana call river	hey cortana call river#TAB#hey cortana call river#TAB#hey cortana call river#TAB#hey cortana call ruba		hey cortana call river#TAB#hey cortana call river#TAB#hey cortana call river#TAB#hey cortana call ruba					0.882613#TAB#0.8210345#TAB#0.8210345#TAB#0.7333293	1278.43347#TAB#1278.43347#TAB#1278.43347#TAB#1259.68115	-222.732162#TAB#-254.176#TAB#-259.8402#TAB#-277.367218	Default	8C45CE1BB6BE491495B2DF73039E77FB	Voice	2017-05-22 03:53:32	en-US	0	0	-5128854.0	29438492.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,))#TAB#(loop,(ULM_AllFlavor_20170425,))	0#TAB#0#TAB#0#TAB#1	Harman Kardon	1best_Nbest_single	False	hey cortana call river	hey cortana call river	2	True	True	./audio_423/063C1B27F9D33B24828F2BF662BA4FE2.wav
065EB83E241FCEB4A50D93A77F0F7430	F69EBEE7B4B041519BE5D5B6ED7C5ED1	Untagged	hey cortana please call kingsley	hey cortana please call kingsley	hey cortana please call kingsley#TAB#hey cortana please call Kingsley#TAB#hey cortana please call kinsley#TAB#hey cortana please call kingslee#TAB#hey cortana please call kensley		hey cortana please call kingsley#TAB#hey cortana please call Kingsley#TAB#hey cortana please call kinsley#TAB#hey cortana please call kingslee#TAB#hey cortana please call kensley					0.8103886#TAB#0.75560087#TAB#0.7374963#TAB#0.7374963#TAB#0.7202125	1599.82544#TAB#1599.82544#TAB#1591.58167#TAB#1615.38135#TAB#1574.48267	-330.837555#TAB#-352.255585#TAB#-360.2526#TAB#-390.3206#TAB#-377.031555	Default	273786B750FB4A3FBA144C925EB6865F	Voice	2017-05-10 19:53:50	en-US	0	0	-7618197.0	36839188.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170508,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(ULM_AllFlavor_20170425,))	0#TAB#0#TAB#1#TAB#2#TAB#3	Harman Kardon	1best_Nbest_single	False	hey cortana please call kingsley	hey cortana please call Kingsley	2	True	True	./audio_423/065EB83E241FCEB4A50D93A77F0F7430.wav
087EF5057B174AE49EE3726E80E819B7	F13E2B86F79C40A1BD98E5C37D3CAF34	Untagged	hey cortana call echo	hey cortana call echo	hey cortana call echo#TAB#hey cortana call Echo#TAB#hey cortana call eco		hey cortana call echo#TAB#hey cortana call Echo#TAB#hey cortana call eco					0.6888442#TAB#0.6888442#TAB#0.6726022	1261.83093#TAB#1261.83093#TAB#1261.83093	-219.898209#TAB#-223.60582#TAB#-281.5197	Default	83692826E5834D8E8AB6B9E522F8F63C	Voice	2017-05-11 09:30:39	en-US	0	0	-5063596.5	29056184.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170510,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(ULM_AllFlavor_20170425,))	0#TAB#0#TAB#0	Harman Kardon	1best_Nbest_single	False	hey cortana call echo	hey cortana call Echo	2	True	True	./audio_423/087EF5057B174AE49EE3726E80E819B7.wav
08A46C3F51C60DD4B1080CDBF8B900A9	5433D13CCBAC403195BCE00261B69267	Untagged	hey cortana call bob	hey cortana call bob	hey cortana call bob#TAB#hey cortana call bob#TAB#hey cortana call bob#TAB#hey cortana call Bob#TAB#hey cortana call bob		hey cortana call bob#TAB#hey cortana call bob#TAB#hey cortana call bob#TAB#hey cortana call Bob#TAB#hey cortana call bob					0.9199389#TAB#0.813784659#TAB#0.7831448#TAB#0.7831448#TAB#0.7831448	1294.73291#TAB#1294.73291#TAB#1294.73291#TAB#1294.73291#TAB#1294.73291	-170.903458#TAB#-217.6728#TAB#-225.8398#TAB#-230.828049#TAB#-236.990341	Default	88930F26CC0A4B868E10560D38D243FB	Voice	2017-05-17 02:02:52	en-US	0	0	-3935394.25	29813818.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,(FIRSTNAME0,)))	0#TAB#0#TAB#0#TAB#0#TAB#0	Harman Kardon	1best_Nbest_single	False	hey cortana call bob	hey cortana call Bob	4	True	True	./audio_423/08A46C3F51C60DD4B1080CDBF8B900A9.wav
08D6F27C7FFBA354A4B1A7B63DF7114F	01A30DAA545A417E92C9473BEE51E45A	Untagged	hey cortana call karen	hey cortana call karen	hey cortana call karen#TAB#hey cortana call karen#TAB#hey cortana call Karen#TAB#hey cortana call karen#TAB#hey cortana call karen		hey cortana call karen#TAB#hey cortana call karen#TAB#hey cortana call Karen#TAB#hey cortana call karen#TAB#hey cortana call karen					0.846016467#TAB#0.7891195#TAB#0.7891016#TAB#0.78893286#TAB#0.7455999	1131.12671#TAB#1131.12671#TAB#1131.12671#TAB#1131.12671#TAB#1131.12671	-185.438019#TAB#-208.619568#TAB#-211.9584#TAB#-233.488617#TAB#-234.438675	Default	41707EE2007D4DC3BE18C48453C08207	Voice	2017-05-22 13:20:13	en-US	0	0	-4270081.5	26046458.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,))#TAB#(loop,(Cortana_SpeakerAdapt_20170520,))	0#TAB#0#TAB#0#TAB#0#TAB#0	Harman Kardon	1best_Nbest_multi	False	hey cortana call karen	hey cortana call karen	2	True	True	./audio_423/08D6F27C7FFBA354A4B1A7B63DF7114F.wav
0906FB54ED9A3EE49BAA561DBF981517	B9CCDCE2A8DE4021A21C2A7B389BC662	Untagged	hey cortana please call kim	hey cortana please call kim	hey cortana please call kim#TAB#hey cortana please call#TAB#hey cortana please call kenzie#TAB#hey cortana please call Kingsley WU#TAB#hey cortana please call me		hey cortana please call kim#TAB#hey cortana please call#TAB#hey cortana please call kenzie#TAB#hey cortana please call Kingsley WU#TAB#hey cortana please call me					0.7847989#TAB#0.7847989#TAB#0.7264797#TAB#0.7125498#TAB#0.7125498	1489.80774#TAB#1411.88062#TAB#1520.28528#TAB#1551.73865#TAB#1391.76233	-257.030457#TAB#-188.943146#TAB#-308.50116#TAB#-340.728271#TAB#-188.112885	Default	74C96E484AED4E0DAA04A80C43F7DB82	Voice	2017-05-10 19:48:20	en-US	1	0	-4350794.5	32511380.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170508,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(ULM_AllFlavor_20170425,))	0#TAB#1#TAB#2#TAB#3#TAB#4	Harman Kardon	1best_Nbest_single	False	hey cortana please call kim	hey cortana please call Kingsley WU	4	False	False	./audio_423/0906FB54ED9A3EE49BAA561DBF981517.wav
09A0507854E8FBC4863D3018A3B0D66D	758F53C4F1044590BD06675E2A80AA14	Untagged	hey cortana call karen	hey cortana call karen	hey cortana call karen#TAB#hey cortana call karen#TAB#hey cortana call Karen#TAB#hey cortana call karen#TAB#hey cortana call karen		hey cortana call karen#TAB#hey cortana call karen#TAB#hey cortana call Karen#TAB#hey cortana call karen#TAB#hey cortana call karen					0.812701344#TAB#0.7573823#TAB#0.7573823#TAB#0.7573286#TAB#0.7058131	1018.0694#TAB#1018.0694#TAB#1018.0694#TAB#1018.0694#TAB#1018.0694	-185.438019#TAB#-208.619568#TAB#-211.9584#TAB#-233.488617#TAB#-234.438675	Default	298ACF2DBA956BED32ADC5A0BB466AE9	Voice	2017-05-25 16:29:51	en-US	0	0	-4270081.5	23443086.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170522,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170522,(CONTACT_NAME,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170522,))#TAB#(loop,(Cortana_SpeakerAdapt_20170522,))	0#TAB#0#TAB#0#TAB#0#TAB#0	Harman Kardon	1best_Nbest_multi	False	hey cortana call karen	hey cortana call karen	2	True	True	./audio_423/09A0507854E8FBC4863D3018A3B0D66D.wav
09F89B6F0B528E649899C797D70FA42F	3CD8F114C72942AAAB42044F5CA229D7	Untagged	hey cortana call maria on skype	hey cortana call maria on skype	hey cortana call maria on skype#TAB#hey cortana call Maria on skype#TAB#hey cortana call maria on skype#TAB#hey cortana call mario on skype		hey cortana call maria on skype#TAB#hey cortana call Maria on skype#TAB#hey cortana call maria on skype#TAB#hey cortana call mario on skype					0.7568956#TAB#0.7567783#TAB#0.7567783#TAB#0.7125145	1936.7959#TAB#1936.79358#TAB#1936.7959#TAB#1915.94983	-274.3506#TAB#-285.557526#TAB#-342.998749#TAB#-326.292175	Default	1C935780BA546A480EA65D12BB266BD5	Voice	2017-05-30 05:20:58	en-US	0	0	-6317471.5	44598604.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170529,(ContactName,(RootRule,))))#TAB#(loop,(Cortana_SpeakerAdapt_20170529,(FIRSTNAME0,)))#TAB#(loop,(ULM_AllFlavor_20170425,))	0#TAB#0#TAB#0#TAB#1	Harman Kardon	1best_Nbest_single	False	hey cortana call maria on skype	hey cortana call Maria on skype	2	True	True	./audio_423/09F89B6F0B528E649899C797D70FA42F.wav
0A0DFB90CCC231D490EAF9DE10A6CB36	4A8E15C42ABB484A970F47F394B1AA74	Untagged	hey cortana call rick	hey cortana call rick	hey cortana call rick#TAB#hey cortana call rick#TAB#hey cortana call ric#TAB#hey cortana call rick#TAB#hey cortana call Rick		hey cortana call rick#TAB#hey cortana call rick#TAB#hey cortana call ric#TAB#hey cortana call rick#TAB#hey cortana call Rick					0.926849961#TAB#0.8158525#TAB#0.8004961#TAB#0.8004961#TAB#0.8004961	1367.43#TAB#1367.43#TAB#1367.43#TAB#1367.43#TAB#1367.43	-181.019241#TAB#-235.642914#TAB#-242.0195#TAB#-243.425522#TAB#-247.693115	Default	3676F493A5CC4638B5324AF133E65F67	Voice	2017-05-17 03:27:57	en-US	0	0	-4168330.75	31487814.0	(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,))#TAB#(loop,(ULM_AllFlavor_20170425,))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,(FIRSTNAME0,)))#TAB#(loop,(Cortana_SpeakerAdapt_20170515,(CONTACT_NAME,(RootRule,))))	0#TAB#0#TAB#0#TAB#0#TAB#0	Harman Kardon	1best_Nbest_single	False	hey cortana call rick	hey cortana call Rick	5	True	True	./audio_423/0A0DFB90CCC231D490EAF9DE10A6CB36.wav
